Company,Job_Title,Job_URL,Country,City,Sector,Tech_Stack,Source,Reason_Match,Hiring_Confidence,Language_Requirement,Scraped_At
Candeo,Superimposed Daily Direct Support Professional (DSP),https://www.indeed.com/viewjob?jk=9f2810b45e563ba4,USA,Des Moines,Tech,Unknown,"Indeed USA (Des Moines, IA)","Actively hiring in Des Moines, IA",High,English,2026-06-17
VISIONBank,Learning and Development Specialist,https://www.indeed.com/viewjob?jk=282ffe6f487e8896,USA,Des Moines,Tech,Unknown,"Indeed USA (Des Moines, IA)","Actively hiring in Des Moines, IA",High,English,2026-06-17
Bankers Trust,Chief Human Resources Officer,https://www.indeed.com/viewjob?jk=95d4837a73b987ed,USA,Des Moines,Tech,Unknown,"Indeed USA (Des Moines, IA)","Actively hiring in Des Moines, IA",High,English,2026-06-17
Musco Sports Lighting,Sales Coordinator - Des Moines,https://www.indeed.com/viewjob?jk=64bfabf6cda7cac1,USA,Des Moines,Tech,Unknown,"Indeed USA (Des Moines, IA)","Actively hiring in Des Moines, IA",High,English,2026-06-17
Archdiocese of San Antonio,Counselor-- Incarnate Word High School,https://www.indeed.com/viewjob?jk=9f3ba0559c51a33a,USA,San Antonio,Tech,Unknown,"Indeed USA (San Antonio, TX)","Actively hiring in San Antonio, TX",High,English,2026-06-17
Texas Biomedical Research Institute,Veterinary Research Technician - Research Support,https://www.indeed.com/viewjob?jk=3e6c594c15eb64bf,USA,San Antonio,Tech,Unknown,"Indeed USA (San Antonio, TX)","Actively hiring in San Antonio, TX",High,English,2026-06-17
North East Independent School District,Title I Intervention Teacher - Ridgeview Elementary,https://www.indeed.com/viewjob?jk=63b9cbd56d63ebb8,USA,San Antonio,Tech,Unknown,"Indeed USA (San Antonio, TX)","Actively hiring in San Antonio, TX",High,English,2026-06-17
"T3I, Inc.",Instructional System Specialist (ISS),https://www.indeed.com/viewjob?jk=1c4c16b2678c8275,USA,San Antonio,Tech,Unknown,"Indeed USA (San Antonio, TX)","Actively hiring in San Antonio, TX",High,English,2026-06-17
Tetra Tech,Environmental Scientist / Coastal & Upland Ecologist,https://www.indeed.com/viewjob?jk=73e29515d59e36b7,USA,San Antonio,Tech,Unknown,"Indeed USA (San Antonio, TX)","Actively hiring in San Antonio, TX",High,English,2026-06-17
Abbott,Clinical Specialist,https://www.indeed.com/viewjob?jk=0cd7f23f3ced568d,USA,San Antonio,Tech,Unknown,"Indeed USA (San Antonio, TX)","Actively hiring in San Antonio, TX",High,English,2026-06-17
BASIS.ed,Director of Student Affairs,https://www.indeed.com/viewjob?jk=a2103c69a27e5f65,USA,San Antonio,Tech,Unknown,"Indeed USA (San Antonio, TX)","Actively hiring in San Antonio, TX",High,English,2026-06-17
IDEA Public Schools,Regional VP of Schools - San Antonio (26-27),https://www.indeed.com/viewjob?jk=30f78a28aad914fc,USA,San Antonio,Tech,Unknown,"Indeed USA (San Antonio, TX)","Actively hiring in San Antonio, TX",High,English,2026-06-17
GAI Consultants,Senior Civil Project Manager,https://www.indeed.com/viewjob?jk=837d6a27cccce17b,USA,Jacksonville,Tech,Unknown,"Indeed USA (Jacksonville, FL)","Actively hiring in Jacksonville, FL",High,English,2026-06-17
US Veterans Benefits Administration,Vocational Rehab Counselor,https://www.indeed.com/viewjob?jk=4d0a7010e9b055ff,USA,Jacksonville,Tech,Unknown,"Indeed USA (Jacksonville, FL)","Actively hiring in Jacksonville, FL",High,English,2026-06-17
Mayo Clinic,Manager - Department of Transplant,https://www.indeed.com/viewjob?jk=2d5436dc47095094,USA,Jacksonville,Tech,Unknown,"Indeed USA (Jacksonville, FL)","Actively hiring in Jacksonville, FL",High,English,2026-06-17
KLS Martin Group,Learning & Development Specialist II,https://www.indeed.com/viewjob?jk=d7a5ad79e996ae26,USA,Jacksonville,Tech,Unknown,"Indeed USA (Jacksonville, FL)","Actively hiring in Jacksonville, FL",High,English,2026-06-17
Intercontinental Exchange,Product Manager,https://www.indeed.com/viewjob?jk=60a20ecc450b1cd5,USA,Jacksonville,Tech,Unknown,"Indeed USA (Jacksonville, FL)","Actively hiring in Jacksonville, FL",High,English,2026-06-17
SunSource,Outside Sales Regional Account Manager - Industrial Component Service & Repair,https://www.indeed.com/viewjob?jk=d17901557644134b,USA,Jacksonville,Tech,Unknown,"Indeed USA (Jacksonville, FL)","Actively hiring in Jacksonville, FL",High,English,2026-06-17
DUVAL CHARTER SCHOOL at FLAGLER CENTER,MS STEM Teacher,https://www.indeed.com/viewjob?jk=d4cd7c7c7cb1d1e8,USA,Jacksonville,Tech,Unknown,"Indeed USA (Jacksonville, FL)","Actively hiring in Jacksonville, FL",High,English,2026-06-17
The Foth Companies,Coastal Engineer,https://www.indeed.com/viewjob?jk=9ab6994f49c6c8ca,USA,Jacksonville,Tech,Unknown,"Indeed USA (Jacksonville, FL)","Actively hiring in Jacksonville, FL",High,English,2026-06-17
Fernandina Beach Animal Clinic,Veterinary Technician,https://www.indeed.com/viewjob?jk=7d611def485092f5,USA,Jacksonville,Tech,Unknown,"Indeed USA (Jacksonville, FL)","Actively hiring in Jacksonville, FL",High,English,2026-06-17
Baker Distributing Company,Sales Center Manager,https://www.indeed.com/viewjob?jk=192342e8086f95f0,USA,Jacksonville,Tech,Unknown,"Indeed USA (Jacksonville, FL)","Actively hiring in Jacksonville, FL",High,English,2026-06-17
Duval County Public Schools,"Specialist, Instructional Program Support in Assistive Technology (repost)",https://www.indeed.com/viewjob?jk=5fc6dd5c54679e78,USA,Jacksonville,Tech,Unknown,"Indeed USA (Jacksonville, FL)","Actively hiring in Jacksonville, FL",High,English,2026-06-17
Rural King Supply,Assistant Manager,https://www.indeed.com/viewjob?jk=f416415911018ebc,USA,Huntsville,Tech,Unknown,"Indeed USA (Huntsville, AL)","Actively hiring in Huntsville, AL",High,English,2026-06-17
Alabama State Department of Education,Pre-K Auxiliary Teacher - Jones Valley (Temporary),https://www.indeed.com/viewjob?jk=6583bd8094850a02,USA,Huntsville,Tech,Unknown,"Indeed USA (Huntsville, AL)","Actively hiring in Huntsville, AL",High,English,2026-06-17
Georgia Tech,Embedded Real-Time Software Engineer - ASL - Open Rank,https://www.indeed.com/viewjob?jk=8fba980e181a8cbc,USA,Huntsville,Tech,Unknown,"Indeed USA (Huntsville, AL)","Actively hiring in Huntsville, AL",High,English,2026-06-17
Hope,BT/RBT - Behavior Technician/Registered Behavior Technician,https://www.indeed.com/viewjob?jk=2b0a21a380055689,USA,Huntsville,Tech,Unknown,"Indeed USA (Huntsville, AL)","Actively hiring in Huntsville, AL",High,English,2026-06-17
Archarithms Inc,26-199 Software Engineer E4,https://www.indeed.com/viewjob?jk=db0e6c4696e9fedd,USA,Huntsville,Tech,Unknown,"Indeed USA (Huntsville, AL)","Actively hiring in Huntsville, AL",High,English,2026-06-17
Nucor Towers & Structures,Dispatcher - Nucor Towers & Structures,https://www.indeed.com/viewjob?jk=d3f10e4a4dbf65bf,USA,Huntsville,Tech,Unknown,"Indeed USA (Huntsville, AL)","Actively hiring in Huntsville, AL",High,English,2026-06-17
Gulf Coast Business Associates,Team Leadership Associate,https://www.indeed.com/viewjob?jk=80d2425f9ca8a9ce,USA,New Orleans,Tech,Unknown,"Indeed USA (New Orleans, LA)","Actively hiring in New Orleans, LA",High,English,2026-06-17
Ochsner Health,Registered Nurse-Acute Neuro- Day Shift,https://www.indeed.com/viewjob?jk=132b89da841844bf,USA,New Orleans,Tech,Unknown,"Indeed USA (New Orleans, LA)","Actively hiring in New Orleans, LA",High,English,2026-06-17
US Bureau of Safety and Environmental Enforcement,Inspector (Offshore Production Operations & Safety),https://www.indeed.com/viewjob?jk=3ba19facc0317c3c,USA,New Orleans,Tech,Unknown,"Indeed USA (New Orleans, LA)","Actively hiring in New Orleans, LA",High,English,2026-06-17
Jefferson Rise,Art Teacher (MS and/or HS) 2026-27 SY,https://www.indeed.com/viewjob?jk=4253ab391989e885,USA,New Orleans,Tech,Unknown,"Indeed USA (New Orleans, LA)","Actively hiring in New Orleans, LA",High,English,2026-06-17
Xavier University of Louisiana,Administrative Assistant,https://www.indeed.com/viewjob?jk=59f81dd0df40122e,USA,New Orleans,Tech,Unknown,"Indeed USA (New Orleans, LA)","Actively hiring in New Orleans, LA",High,English,2026-06-17
DelRicht Research,Healthcare Project Coordinator,https://www.indeed.com/viewjob?jk=86e14dc87ed422c1,USA,New Orleans,Tech,Unknown,"Indeed USA (New Orleans, LA)","Actively hiring in New Orleans, LA",High,English,2026-06-17
EQA Schools,High School English Teacher,https://www.indeed.com/viewjob?jk=595c458edce070a9,USA,New Orleans,Tech,Unknown,"Indeed USA (New Orleans, LA)","Actively hiring in New Orleans, LA",High,English,2026-06-17
Lafourche Parish School District,CERTIFIED TEACHER- Talented Theater Teacher (PAC),https://www.indeed.com/viewjob?jk=73f7a12f59bc750c,USA,New Orleans,Tech,Unknown,"Indeed USA (New Orleans, LA)","Actively hiring in New Orleans, LA",High,English,2026-06-17
Ocean State Job Lot,Retail Store Area Team Leader,https://www.indeed.com/viewjob?jk=09314794fef8abc0,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
PharmaEssentia,"Hematology Account Manager - Hartford, CT",https://www.indeed.com/viewjob?jk=31f11389a239e083,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
FCP EURO,Head of Network Allocation & Fulfillment Optimization,https://www.indeed.com/viewjob?jk=4711fe5df01466c6,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
HESCO,Sales & Engineering CAD Specialist,https://www.indeed.com/viewjob?jk=cf76e7f9eace603b,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
Hartford HealthCare,PT Access Svcs Registrar I / PAS HOCC,https://www.indeed.com/viewjob?jk=344b0d317840f773,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
Devereux,Residential Coordinator Supervisor,https://www.indeed.com/viewjob?jk=c88067761d9d2c54,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
Bristol Hospital Incorporated,Per Diem Psych Social Worker-Behavioral Health,https://www.indeed.com/viewjob?jk=2a7c8f37001e5c60,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
Merion Residential,Maintenance Technician I,https://www.indeed.com/viewjob?jk=0f46a5404276f770,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
"Community Residences, Inc.",Resident. Instructor,https://www.indeed.com/viewjob?jk=c496838d5f12a143,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
TD,Credit Analyst III - Regional Commercial Banking,https://www.indeed.com/viewjob?jk=d300af8635e78280,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
Danbury Public Schools,Administrative Assistant - Grade 4 - Full Year,https://www.indeed.com/viewjob?jk=447c7e7cc385566f,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
Capitol Region Education Council,Special Education Teacher (Grades K-12) - JOB ID# 14097,https://www.indeed.com/viewjob?jk=947577f9d0bb8a48,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
Core Ventures,Assistant Manager,https://www.indeed.com/viewjob?jk=2ecd56cd6f251a9e,USA,Hartford,Tech,Unknown,"Indeed USA (Hartford, CT)","Actively hiring in Hartford, CT",High,English,2026-06-17
Redwire Space,Hardware Development Engineer,https://www.indeed.com/viewjob?jk=71c84b792d675c17,USA,Providence,Tech,Unknown,"Indeed USA (Providence, RI)","Actively hiring in Providence, RI",High,English,2026-06-17
N-Able,Senior Sales Engineer,https://www.indeed.com/viewjob?jk=c755dc7f17f22046,USA,Providence,Tech,Unknown,"Indeed USA (Providence, RI)","Actively hiring in Providence, RI",High,English,2026-06-17
Tevora,Senior Pre-Sales Security Architect,https://www.indeed.com/viewjob?jk=2bb02f7e5a701b69,USA,Providence,Tech,Unknown,"Indeed USA (Providence, RI)","Actively hiring in Providence, RI",High,English,2026-06-17
KabaFusion,Pharmacy Technician,https://www.indeed.com/viewjob?jk=1035b3c02e6a9729,USA,Providence,Tech,Unknown,"Indeed USA (Providence, RI)","Actively hiring in Providence, RI",High,English,2026-06-17
Phoenix Tailings,7.2. Controls Engineer II,https://www.indeed.com/viewjob?jk=d335f012276ccb11,USA,Providence,Tech,Unknown,"Indeed USA (Providence, RI)","Actively hiring in Providence, RI",High,English,2026-06-17
VHB,Entry Level Environmental Scientist,https://www.indeed.com/viewjob?jk=9ecb97e3cebe9894,USA,Providence,Tech,Unknown,"Indeed USA (Providence, RI)","Actively hiring in Providence, RI",High,English,2026-06-17
Zoox,"Data Scientist, Behavior Evaluation",https://www.indeed.com/viewjob?jk=1e19935aeaabc6f9,USA,Providence,Tech,Unknown,"Indeed USA (Providence, RI)","Actively hiring in Providence, RI",High,English,2026-06-17
Orchard Rehabilitation and Nursing Center,Registered Nurse (RN),https://www.indeed.com/viewjob?jk=ddf4d30af81177a3,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
ConEquip Parts,E-Commerce Data Entry Specialist,https://www.indeed.com/viewjob?jk=d0d83092bb4a0b08,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
Le Roy Central School District,ELEMENTARY TEACHER (Anticipated),https://www.indeed.com/viewjob?jk=dbcbfdcf8bbe3fe5,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
Rentokil North America,Pest Technician,https://www.indeed.com/viewjob?jk=a1731fb28db484ba,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
WNYRIC Districts,Special Education Teacher (Self Contained Middle School),https://www.indeed.com/viewjob?jk=18022bed2d23a25f,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
Dent Neurologic Group LLP,Technician- Dizziness & Balance Center,https://www.indeed.com/viewjob?jk=a989045032217a3d,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
Cornell University,Association Executive Director,https://www.indeed.com/viewjob?jk=ade5e5d342e4e4ee,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
National Heritage Academies,Music Teacher (K-8th Grade) at Buffalo United Charter School,https://www.indeed.com/viewjob?jk=7407c6da5ae80f9b,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
Solstice Advanced Materials,Advanced R&D Engineer - Pilot Plant,https://www.indeed.com/viewjob?jk=0213679dab313630,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
"Moog, Inc",SAP Workstream Lead - Government Costing,https://www.indeed.com/viewjob?jk=002e4c85239cc3a9,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
IMA Life North America,GENERAL ACCOUNTANT,https://www.indeed.com/viewjob?jk=fd3365ea5a446c2c,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
Niagara County Community College,Coordinator of Distance Learning,https://www.indeed.com/viewjob?jk=45ebadfc057cee80,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
Buffalo Lodging Associates,Sales Manager,https://www.indeed.com/viewjob?jk=2f1eae8262f7ce40,USA,Buffalo,Tech,Unknown,"Indeed USA (Buffalo, NY)","Actively hiring in Buffalo, NY",High,English,2026-06-17
Academy of Health Sciences Charter School,Middle School Math Teacher 2026-2027,https://www.indeed.com/viewjob?jk=7499c0379ad839c4,USA,Rochester,Tech,Unknown,"Indeed USA (Rochester, NY)","Actively hiring in Rochester, NY",High,English,2026-06-17
"Paychex, Inc.","Service Representative - Insurance Services, ESR",https://www.indeed.com/viewjob?jk=ebdbcc9798431b89,USA,Rochester,Tech,Unknown,"Indeed USA (Rochester, NY)","Actively hiring in Rochester, NY",High,English,2026-06-17
University of Rochester,Human Sub Research Spec I,https://www.indeed.com/viewjob?jk=373b867c4961110e,USA,Rochester,Tech,Unknown,"Indeed USA (Rochester, NY)","Actively hiring in Rochester, NY",High,English,2026-06-17
Current,Audit Manager,https://www.indeed.com/viewjob?jk=dc694fb4c48c4c0f,USA,Rochester,Tech,Unknown,"Indeed USA (Rochester, NY)","Actively hiring in Rochester, NY",High,English,2026-06-17
Brockport Central School District,Music Teacher (Vocal),https://www.indeed.com/viewjob?jk=4b9fb59161b716d4,USA,Rochester,Tech,Unknown,"Indeed USA (Rochester, NY)","Actively hiring in Rochester, NY",High,English,2026-06-17
Wayland-Cohocton Central School District,Spanish - World Language,https://www.indeed.com/viewjob?jk=546e5adfc9e90dde,USA,Rochester,Tech,Unknown,"Indeed USA (Rochester, NY)","Actively hiring in Rochester, NY",High,English,2026-06-17
Center for Youth Services,Community School Site Coordinator,https://www.indeed.com/viewjob?jk=6951d967b457a13d,USA,Rochester,Tech,Unknown,"Indeed USA (Rochester, NY)","Actively hiring in Rochester, NY",High,English,2026-06-17
Genesee Country Museum,Director of Development,https://www.indeed.com/viewjob?jk=238b54d1b9c1a61b,USA,Rochester,Tech,Unknown,"Indeed USA (Rochester, NY)","Actively hiring in Rochester, NY",High,English,2026-06-17
ESL Federal Credit Union,Integration Developer (Programmer Analyst),https://www.indeed.com/viewjob?jk=d1f8b1a77a548200,USA,Rochester,Tech,Unknown,"Indeed USA (Rochester, NY)","Actively hiring in Rochester, NY",High,English,2026-06-17
Guardian Industries,Technical Operator,https://www.indeed.com/viewjob?jk=f30ed434bc5b2e59,USA,Rochester,Tech,Unknown,"Indeed USA (Rochester, NY)","Actively hiring in Rochester, NY",High,English,2026-06-17
Talent Vision,Elementary Teacher (STEM),https://www.indeed.com/viewjob?jk=c90e0242f432f8c7,USA,Rochester,Tech,Unknown,"Indeed USA (Rochester, NY)","Actively hiring in Rochester, NY",High,English,2026-06-17
Aristocrat,Data Scientist,https://www.indeed.com/viewjob?jk=32f7065cca128c50,USA,Las Vegas,Tech,Unknown,"Indeed USA (Las Vegas, NV)","Actively hiring in Las Vegas, NV",High,English,2026-06-17
Wurtec,Branch Associate,https://www.indeed.com/viewjob?jk=deee368973d298f4,USA,Las Vegas,Tech,Unknown,"Indeed USA (Las Vegas, NV)","Actively hiring in Las Vegas, NV",High,English,2026-06-17
S & B Christ Consulting,Mechanical Engineer (P.E. License Required),https://www.indeed.com/viewjob?jk=90bab62644636381,USA,Las Vegas,Tech,Unknown,"Indeed USA (Las Vegas, NV)","Actively hiring in Las Vegas, NV",High,English,2026-06-17
